Trial number,testcase,baseline_alarm,baseline_crash_result,baseline_health_result,baseline_recovery_result,baseline_state_result,baseline_custom_result
trial-01-0000,"{'field': '[""spec"", ""command""]', 'testcase': 'array-deletion'}",True,Pass,daemon_set: test-cluster desired_number_scheduled [4] number_ready [3],Pass,Pass,Pass
trial-01-0001,,False,Pass,Pass,Pass,Pass,Pass
trial-01-0001,"{'field': '[""spec"", ""command""]', 'testcase': 'array-push'}",True,Pass,daemon_set: test-cluster desired_number_scheduled [4] number_ready [3],Pass,Pass,Pass
trial-01-0002,,False,Pass,Pass,Pass,Pass,Pass
trial-01-0002,"{'field': '[""spec"", ""command""]', 'testcase': 'array-pop'}",True,Pass,daemon_set: test-cluster desired_number_scheduled [4] number_ready [3],Pass,Pass,Pass
trial-01-0003,,False,Pass,Pass,Pass,Pass,Pass
trial-01-0003,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0003,"{'field': '[""spec"", ""readinessProbe""]', 'testcase': 'object-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0003,"{'field': '[""spec"", ""command""]', 'testcase': 'array-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0003,"{'field': '[""spec"", ""readinessProbe""]', 'testcase': 'object-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0003,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0003,"{'field': '[""spec"", ""volumes""]', 'testcase': 'array-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0003,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0004,,False,Pass,Pass,Pass,Pass,Pass
trial-01-0004,"{'field': '[""spec"", ""securityContext""]', 'testcase': 'object-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0004,"{'field': '[""spec"", ""volumeMounts""]', 'testcase': 'array-push'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0004,"{'field': '[""spec"", ""imagePullSecrets"", 0, ""name""]', 'testcase': 'string-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0004,"{'field': '[""spec"", ""imagePullSecrets"", 0, ""name""]', 'testcase': 'string-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0004,"{'field': '[""spec"", ""volumeMounts""]', 'testcase': 'array-push'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0004,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0004,"{'field': '[""spec"", ""securityContext""]', 'testcase': 'object-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0004,"{'field': '[""spec"", ""imagePullSecrets"", 0, ""name""]', 'testcase': 'string-change'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0004,"{'field': '[""spec"", ""imagePullSecrets"", 0, ""name""]', 'testcase': 'string-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0004,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0005,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0005,,False,Pass,Pass,Pass,Pass,Pass
trial-01-0005,"{'field': '[""spec"", ""volumeMounts""]', 'testcase': 'array-pop'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0005,"{'field': '[""spec"", ""volumeMounts""]', 'testcase': 'array-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0006,,False,Pass,Pass,Pass,Pass,Pass
trial-01-0006,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0006,"{'field': '[""spec"", ""fluentBitConfigName""]', 'testcase': 'string-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0006,"{'field': '[""spec"", ""resources""]', 'testcase': 'object-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0006,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0006,"{'field': '[""spec"", ""resources""]', 'testcase': 'object-deletion'}",True,Pass,Pass,Pass,"['spec', 'resources', 'limits', 'ACTOKEY']",Pass
trial-01-0006,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0006,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0006,"{'field': '[""spec"", ""fluentBitConfigName""]', 'testcase': 'string-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0006,"{'field': '[""spec"", ""fluentBitConfigName""]', 'testcase': 'string-change'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0007,,False,Pass,Pass,Pass,Pass,Pass
trial-01-0007,"{'field': '[""spec"", ""priorityClassName""]', 'testcase': 'string-deletion'}",True,Pass,daemon_set: test-cluster desired_number_scheduled [4] number_ready [3],Pass,Pass,Pass
trial-01-0008,"{'field': '[""spec"", ""priorityClassName""]', 'testcase': 'string-change'}",True,Pass,daemon_set: test-cluster desired_number_scheduled [4] number_ready [3],Pass,Pass,Pass
trial-01-0008,,False,Pass,Pass,Pass,Pass,Pass
trial-01-0009,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0009,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-01-0009,,False,Pass,Pass,Pass,Pass,Pass
trial-01-0009,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0000,"{'field': '[""spec"", ""hostNetwork""]', 'testcase': 'boolean-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0000,"{'field': '[""spec"", ""hostNetwork""]', 'testcase': 'boolean-toggle-off'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0000,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0000,"{'field': '[""spec"", ""dnsPolicy""]', 'testcase': 'string-change'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0000,"{'field': '[""spec"", ""hostNetwork""]', 'testcase': 'boolean-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0000,"{'field': '[""spec"", ""hostNetwork""]', 'testcase': 'boolean-toggle-off'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0000,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0000,,False,Pass,Pass,Pass,Pass,Pass
trial-02-0000,"{'field': '[""spec"", ""dnsPolicy""]', 'testcase': 'string-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0000,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0001,"{'field': '[""spec"", ""ports"", 0, ""name""]', 'testcase': 'string-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0001,,False,Pass,Pass,Pass,Pass,Pass
trial-02-0001,"{'field': '[""spec"", ""resources"", ""requests""]', 'testcase': 'object-deletion'}",True,Pass,Pass,Pass,"['spec', 'resources', 'requests', 'ACTOKEY']",Pass
trial-02-0001,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0001,"{'field': '[""spec"", ""ports"", 0, ""name""]', 'testcase': 'string-change'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0001,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0001,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0001,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0001,"{'field': '[""spec"", ""ports"", 0, ""name""]', 'testcase': 'string-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0001,"{'field': '[""spec"", ""hostNetwork""]', 'testcase': 'boolean-toggle-on'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0002,,False,Pass,Pass,Pass,Pass,Pass
trial-02-0003,"{'field': '[""spec"", ""ports""]', 'testcase': 'array-push'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0003,"{'field': '[""spec"", ""ports"", 0]', 'testcase': 'object-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0003,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0003,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0003,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0003,"{'field': '[""spec"", ""ports""]', 'testcase': 'array-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0003,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0003,,False,Pass,Pass,Pass,Pass,Pass
trial-02-0003,"{'field': '[""spec"", ""ports""]', 'testcase': 'array-pop'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0003,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0004,,False,Pass,Pass,Pass,Pass,Pass
trial-02-0004,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0004,"{'field': '[""spec"", ""envVars"", 0]', 'testcase': 'object-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0004,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0004,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0004,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0004,"{'field': '[""spec"", ""ports""]', 'testcase': 'array-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0005,,False,Pass,Pass,Pass,Pass,Pass
trial-02-0006,"{'field': '[""spec"", ""tolerations""]', 'testcase': 'array-pop'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0006,,False,Pass,Pass,Pass,Pass,Pass
trial-02-0006,"{'field': '[""spec"", ""tolerations""]', 'testcase': 'array-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0006,"{'field': '[""spec"", ""tolerations""]', 'testcase': 'array-push'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0006,"{'field': '[""spec"", ""resources"", ""requests"", ""ACTOKEY""]', 'testcase': 'string-deletion'}",True,Pass,Pass,Pass,"['spec', 'resources', 'requests', 'ACTOKEY']",Pass
trial-02-0007,"{'field': '[""spec"", ""positionDB"", ""type""]', 'testcase': 'string-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0007,"{'field': '[""spec"", ""serviceSelector""]', 'testcase': 'object-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0007,"{'field': '[""spec"", ""serviceSelector""]', 'testcase': 'object-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0007,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0007,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-02-0007,,False,Pass,Pass,Pass,Pass,Pass
trial-02-0007,"{'field': '[""spec"", ""resources"", ""requests"", ""ACTOKEY""]', 'testcase': 'string-change'}",True,Pass,Pass,Pass,"['spec', 'resources', 'requests', 'ACTOKEY']",Pass
trial-02-0007,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0000,"{'field': '[""spec"", ""volumeMounts"", 0, ""readOnly""]', 'testcase': 'boolean-toggle-on'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0000,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0000,"{'field': '[""spec"", ""serviceAccountAnnotations""]', 'testcase': 'object-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0000,"{'field': '[""spec"", ""serviceAccountAnnotations""]', 'testcase': 'object-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0000,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0000,"{'field': '[""spec"", ""volumeMounts"", 0, ""readOnly""]', 'testcase': 'boolean-toggle-off'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0000,"{'field': '[""spec"", ""resources"", ""requests""]', 'testcase': 'object-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0000,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0000,"{'field': '[""spec"", ""volumeMounts"", 0, ""readOnly""]', 'testcase': 'boolean-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0000,,False,Pass,Pass,Pass,Pass,Pass
trial-03-0001,,False,Pass,Pass,Pass,Pass,Pass
trial-03-0001,"{'field': '[""spec"", ""args"", 0]', 'testcase': 'string-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0001,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0001,"{'field': '[""spec"", ""args"", 0]', 'testcase': 'string-change'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0001,"{'field': '[""spec"", ""livenessProbe""]', 'testcase': 'object-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0001,"{'field': '[""spec"", ""args"", 0]', 'testcase': 'string-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0001,"{'field': '[""spec"", ""args"", 0]', 'testcase': 'string-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0002,"{'field': '[""spec"", ""command"", 0]', 'testcase': 'string-deletion'}",True,Pass,daemon_set: test-cluster desired_number_scheduled [4] number_ready [3],Pass,Pass,Pass
trial-03-0002,,False,Pass,Pass,Pass,Pass,Pass
trial-03-0003,,False,Pass,Pass,Pass,Pass,Pass
trial-03-0003,"{'field': '[""spec"", ""command"", 0]', 'testcase': 'string-change'}",True,Pass,daemon_set: test-cluster desired_number_scheduled [4] number_ready [3],Pass,Pass,Pass
trial-03-0004,,False,Pass,Pass,Pass,Pass,Pass
trial-03-0004,"{'field': '[""spec"", ""command"", 0]', 'testcase': 'string-empty'}",True,Pass,daemon_set: test-cluster desired_number_scheduled [4] number_ready [3],Pass,Pass,Pass
trial-03-0005,,False,Pass,Pass,Pass,Pass,Pass
trial-03-0005,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0005,"{'field': '[""spec"", ""ports"", 0, ""protocol""]', 'testcase': 'string-change'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0005,"{'field': '[""spec"", ""imagePullSecrets"", 0]', 'testcase': 'object-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0005,"{'field': '[""spec"", ""imagePullSecrets"", 0]', 'testcase': 'object-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0005,"{'field': '[""spec"", ""ports"", 0, ""protocol""]', 'testcase': 'string-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0005,"{'field': '[""spec"", ""ports"", 0, ""protocol""]', 'testcase': 'string-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0005,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0005,"{'field': '[""spec"", ""resources"", ""claims"", 0]', 'testcase': 'object-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0005,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0005,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0006,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0006,,False,Pass,Pass,Pass,Pass,Pass
trial-03-0007,"{'field': '[""spec"", ""positionDB"", ""type""]', 'testcase': 'string-empty'}",True,Pass,daemon_set: test-cluster desired_number_scheduled [4] number_ready [3],Pass,Pass,Pass
trial-03-0007,"{'field': '[""spec"", ""positionDB"", ""type""]', 'testcase': 'string-change'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0007,,False,Pass,Pass,Pass,Pass,Pass
trial-03-0007,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0008,,False,Pass,Pass,Pass,Pass,Pass
trial-03-0008,"{'field': '[""spec"", ""volumeMounts"", 0, ""mountPropagation""]', 'testcase': 'string-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0008,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0008,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0008,"{'field': '[""spec"", ""tolerations"", 0]', 'testcase': 'object-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0008,"{'field': '[""spec"", ""containerSecurityContext""]', 'testcase': 'object-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0008,"{'field': '[""spec"", ""tolerations"", 0]', 'testcase': 'object-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0008,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0008,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0008,"{'field': '[""spec"", ""containerSecurityContext""]', 'testcase': 'object-deletion'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0009,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0009,,False,Pass,Pass,Pass,Pass,Pass
trial-03-0009,"{'field': '', 'testcase': 'revert'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0009,"{'field': '[""spec"", ""volumeMounts"", 0, ""mountPropagation""]', 'testcase': 'string-empty'}",False,Pass,Pass,Pass,Pass,Pass
trial-03-0009,"{'field': '[""spec"", ""volumeMounts"", 0, ""mountPropagation""]', 'testcase': 'string-change'}",False,Pass,Pass,Pass,Pass,Pass
